                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     49,                0.92663,                0.73949,                 1.1602,                0.87396,                0.81479,                 0.8649,                0.60271,                  1.115,                0.77839,                 1.2841,             0.00087484,             0.00087484,             0.00087484
                     50,                0.91982,                0.73811,                 1.1529,                0.88412,                0.79916,                0.86997,                0.61087,                 1.1316,                0.79683,                  1.298,             0.00085834,             0.00085834,             0.00085834
                     51,                0.92358,                0.73289,                 1.1552,                0.86442,                0.83783,                0.87161,                0.60925,                 1.1036,                0.75376,                 1.2886,             0.00084184,             0.00084184,             0.00084184
                     52,                0.92039,                0.72314,                 1.1584,                0.85283,                0.84964,                0.88092,                0.61384,                 1.0881,                0.75408,                 1.2686,             0.00082533,             0.00082533,             0.00082533
                     53,                0.92172,                0.72119,                 1.1525,                0.85413,                0.84296,                0.88052,                0.61391,                 1.1061,                0.74319,                 1.2851,             0.00080883,             0.00080883,             0.00080883
                     54,                0.89965,                0.71845,                 1.1461,                0.85685,                0.84494,                 0.8866,                 0.6162,                 1.0964,                0.76488,                 1.2769,             0.00079233,             0.00079233,             0.00079233
                     55,                0.88958,                0.69639,                 1.1413,                0.87315,                0.80747,                0.87321,                 0.6102,                 1.0988,                0.75921,                 1.2865,             0.00077582,             0.00077582,             0.00077582
                     56,                0.89365,                0.69894,                 1.1365,                0.86245,                0.84233,                 0.8694,                 0.6011,                 1.1161,                 0.7462,                 1.2943,             0.00075932,             0.00075932,             0.00075932
                     57,                0.86539,                 0.6743,                 1.1182,                0.87271,                0.82435,                0.87444,                0.61767,                 1.1112,                0.75189,                  1.292,             0.00074282,             0.00074282,             0.00074282
                     58,                0.86475,                0.67204,                 1.1258,                0.89517,                 0.8166,                0.87484,                0.61702,                 1.1139,                0.74728,                 1.2944,             0.00072631,             0.00072631,             0.00072631
                     59,                0.86489,                0.66929,                 1.1242,                0.90018,                0.81499,                 0.8814,                0.62017,                 1.0886,                0.72291,                 1.2803,             0.00070981,             0.00070981,             0.00070981
                     60,                0.86055,                0.67787,                 1.1183,                0.90709,                0.79988,                0.87856,                0.61733,                 1.1008,                0.73499,                   1.29,             0.00069331,             0.00069331,             0.00069331
                     61,                0.86636,                0.66844,                 1.1252,                0.88333,                 0.8327,                 0.8759,                0.61497,                 1.1244,                0.74844,                 1.3159,              0.0006768,              0.0006768,              0.0006768
                     62,                0.83842,                  0.647,                 1.1108,                0.86688,                0.82685,                0.87631,                0.61042,                 1.1081,                0.74728,                 1.2933,              0.0006603,              0.0006603,              0.0006603
                     63,                 0.8395,                0.63322,                 1.1098,                0.88675,                0.84368,                0.87458,                0.61391,                 1.1047,                0.71842,                 1.2988,              0.0006438,              0.0006438,              0.0006438
                     64,                0.84314,                0.63308,                 1.1077,                0.87442,                0.84899,                0.88437,                0.62421,                 1.0943,                0.73088,                 1.2769,             0.00062729,             0.00062729,             0.00062729
                     65,                0.83248,                0.61815,                 1.1023,                 0.8791,                0.84723,                 0.8834,                0.61605,                 1.1224,                0.70102,                 1.3021,             0.00061079,             0.00061079,             0.00061079
                     66,                0.82768,                0.61733,                 1.0977,                0.89032,                0.84481,                0.88919,                0.62218,                 1.0979,                0.70357,                 1.2937,             0.00059429,             0.00059429,             0.00059429
                     67,                0.82088,                0.62637,                 1.0981,                0.86349,                 0.8621,                0.88678,                0.62586,                 1.0952,                0.71348,                 1.2781,             0.00057778,             0.00057778,             0.00057778
                     68,                0.80092,                0.60374,                 1.0902,                0.88793,                0.83397,                0.87827,                0.62101,                 1.0845,                0.70981,                 1.2721,             0.00056128,             0.00056128,             0.00056128
                     69,                0.80414,                 0.6117,                 1.0872,                0.87533,                0.84801,                0.87255,                0.62283,                 1.0811,                0.71925,                  1.276,             0.00054478,             0.00054478,             0.00054478
                     70,                0.80773,                0.61303,                 1.0919,                 0.8775,                0.83234,                 0.8808,                0.62086,                 1.0719,                0.70193,                 1.2831,             0.00052827,             0.00052827,             0.00052827
                     71,                0.80887,                0.60175,                 1.0879,                0.88479,                0.84128,                0.88076,                0.62107,                 1.0899,                0.71865,                 1.2759,             0.00051177,             0.00051177,             0.00051177
                     72,                0.78264,                 0.5799,                 1.0766,                0.88846,                0.82409,                0.87618,                0.62215,                 1.0901,                0.72042,                 1.2874,             0.00049527,             0.00049527,             0.00049527
                     73,                0.79009,                0.58723,                 1.0741,                0.87643,                0.83206,                0.87416,                0.62287,                 1.0929,                0.72504,                  1.287,             0.00047876,             0.00047876,             0.00047876
                     74,                0.78042,                0.56545,                  1.066,                0.86829,                0.84562,                0.87214,                 0.6215,                 1.0838,                0.70763,                 1.2762,             0.00046226,             0.00046226,             0.00046226
                     75,                0.76845,                0.57504,                 1.0621,                0.88617,                0.83715,                0.87857,                0.62754,                 1.0735,                0.69202,                 1.2658,             0.00044576,             0.00044576,             0.00044576
                     76,                0.75795,                0.55885,                 1.0566,                0.85956,                0.84968,                0.88228,                0.63518,                 1.0715,                0.71525,                  1.264,             0.00042925,             0.00042925,             0.00042925
                     77,                0.77007,                0.56924,                 1.0734,                0.88452,                0.83761,                0.87997,                0.62812,                 1.0718,                0.71278,                 1.2796,             0.00041275,             0.00041275,             0.00041275
                     78,                0.76453,                0.56865,                 1.0616,                0.85747,                0.85734,                 0.8747,                0.62405,                  1.078,                0.71531,                 1.2791,             0.00039625,             0.00039625,             0.00039625
                     79,                0.74878,                 0.5453,                 1.0512,                0.88166,                0.82912,                0.87809,                0.62647,                  1.069,                0.72464,                 1.2712,             0.00037974,             0.00037974,             0.00037974
                     80,                0.74345,                0.54818,                 1.0585,                0.89196,                0.83041,                0.88367,                0.62892,                 1.0937,                0.72807,                  1.292,             0.00036324,             0.00036324,             0.00036324
                     81,                0.74322,                0.54016,                 1.0545,                0.87405,                0.84147,                0.88024,                0.62942,                 1.0882,                0.72525,                 1.2931,             0.00034674,             0.00034674,             0.00034674
                     82,                 0.7218,                0.52934,                 1.0428,                0.86765,                0.85104,                0.87716,                0.62815,                 1.0759,                0.73755,                  1.282,             0.00033023,             0.00033023,             0.00033023
                     83,                0.72604,                0.53083,                 1.0428,                0.88294,                0.84516,                0.87367,                0.63003,                 1.0883,                0.72167,                 1.2972,             0.00031373,             0.00031373,             0.00031373
                     84,                0.72879,                0.52895,                   1.05,                0.88213,                0.82779,                 0.8761,                0.63103,                 1.0809,                 0.7437,                 1.2943,             0.00029723,             0.00029723,             0.00029723
                     85,                0.72393,                0.53513,                 1.0428,                0.87513,                0.83553,                0.87498,                0.62786,                   1.06,                0.71517,                 1.2759,             0.00028072,             0.00028072,             0.00028072
                     86,                0.71315,                0.50781,                 1.0391,                0.85274,                 0.8522,                0.87676,                0.63355,                 1.0783,                0.72883,                 1.2888,             0.00026422,             0.00026422,             0.00026422
                     87,                0.70116,                 0.5026,                  1.032,                 0.8646,                0.83975,                 0.8786,                0.63189,                 1.0703,                0.73897,                 1.2799,             0.00024772,             0.00024772,             0.00024772
                     88,                0.69997,                0.50661,                 1.0329,                0.86588,                 0.8456,                0.88228,                0.63413,                 1.0738,                0.72739,                 1.2838,             0.00023121,             0.00023121,             0.00023121
                     89,                0.69553,                0.50141,                  1.025,                0.85548,                0.86283,                0.87814,                0.62941,                 1.0761,                0.72637,                 1.2849,             0.00021471,             0.00021471,             0.00021471
                     90,                0.62358,                0.37245,                0.97037,                0.87794,                0.84145,                0.87452,                0.62928,                 1.0732,                0.72144,                 1.2868,             0.00019821,             0.00019821,             0.00019821
                     91,                0.59517,                0.34781,                0.95344,                0.87346,                0.83903,                0.87917,                0.63359,                 1.0773,                0.73464,                 1.2868,              0.0001817,              0.0001817,              0.0001817
                     92,                0.59209,                0.34423,                0.94707,                0.88203,                0.83633,                0.88186,                0.63928,                 1.0738,                0.72564,                 1.2949,              0.0001652,              0.0001652,              0.0001652
                     93,                0.58442,                  0.341,                0.94795,                0.86429,                0.84514,                0.88238,                0.64001,                 1.0651,                0.72238,                 1.2883,              0.0001487,              0.0001487,              0.0001487
                     94,                0.57405,                0.33136,                0.93168,                0.87812,                0.83383,                0.87957,                0.63292,                 1.0736,                 0.7352,                 1.2968,             0.00013219,             0.00013219,             0.00013219
                     95,                0.55879,                0.32224,                0.93469,                0.88487,                0.83875,                0.87962,                0.63751,                 1.0754,                0.72612,                 1.3003,             0.00011569,             0.00011569,             0.00011569
                     96,                0.56158,                0.32787,                0.93665,                0.88584,                0.84751,                0.88206,                0.64151,                 1.0726,                0.71781,                 1.2971,             9.9187e-05,             9.9187e-05,             9.9187e-05
                     97,                0.54916,                0.31861,                0.92865,                0.90384,                0.83655,                0.88349,                0.63946,                 1.0739,                0.71803,                 1.3033,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     98,                0.54681,                0.31621,                 0.9308,                0.87744,                0.85641,                 0.8821,                0.63885,                 1.0739,                0.72647,                 1.3026,              6.618e-05,              6.618e-05,              6.618e-05
                     99,                0.54755,                0.31454,                0.92486,                 0.8771,                0.85796,                0.88215,                0.63869,                 1.0709,                0.71841,                 1.3051,             4.9677e-05,             4.9677e-05,             4.9677e-05
